sequence_id,config_id,dimension_id,order,overrides,raw_correct_s,raw_wrong_s,raw_lost_s,raw_wrong_ratio,raw_lost_ratio,tim_correct_s,tim_wrong_s,tim_lost_s,tim_absent_valid_s,tim_no_selection_s,tim_correct_ratio,tim_wrong_ratio,tim_lost_ratio,tim_wrong_burst_count,tim_wrong_handover_count,tim_longest_wrong_burst_s,recovery_attempt_count,correct_candidate_suppressed_duration_s,hard_negative_contamination_count,positive_memory_contamination_count,total_memory_contamination_count,delta_wrong_s_vs_baseline,delta_lost_s_vs_baseline,delta_correct_s_vs_baseline
dev_june_seq03,confirmation_time_higher_2,confirmation_time,27,"{""min_confirm_frames_after_reacquire"": 3}",12.457,54.02,29.25,0.564,0.306,72.842,5.842,17.043,0.0,0.0,0.761,0.061,0.178,8,0,1.3499999999999943,76,6.881000000000004,8,109,117,-0.2110000000000003,1.2609999999999992,-1.0499999999999972
dev_june_seq03,confirmation_time_higher_3,confirmation_time,28,"{""min_confirm_frames_after_reacquire"": 4}",12.457,54.02,29.25,0.564,0.306,72.192,5.792,17.743,0.0,0.0,0.754,0.061,0.185,8,0,1.3499999999999943,76,7.531000000000003,8,108,116,-0.2610000000000001,1.9609999999999985,-1.7000000000000028
dev_june_seq04,baseline,,0,{},5.993,0.7,50.129,0.012,0.882,39.593,0.0,17.229,0.0,0.0,0.697,0.0,0.303,0,0,0.0,89,3.553999999999998,0,0,0,0.0,0.0,0.0
dev_june_seq04,acceptance_pair_lower_2,acceptance_pair,1,"{""accept_score_locked"": 0.42, ""accept_score_lost"": 0.5}",5.993,0.7,50.129,0.012,0.882,39.593,0.0,17.229,0.0,0.0,0.697,0.0,0.303,0,0,0.0,89,3.553999999999998,0,0,0,0.0,0.0,0.0
dev_june_seq04,acceptance_pair_lower_1,acceptance_pair,2,"{""accept_score_locked"": 0.47, ""accept_score_lost"": 0.55}",5.993,0.7,50.129,0.012,0.882,39.593,0.0,17.229,0.0,0.0,0.697,0.0,0.303,0,0,0.0,89,3.553999999999998,0,0,0,0.0,0.0,0.0
dev_june_seq04,acceptance_pair_higher_1,acceptance_pair,3,"{""accept_score_locked"": 0.57, ""accept_score_lost"": 0.65}",5.993,0.7,50.129,0.012,0.882,39.593,0.0,17.229,0.0,0.0,0.697,0.0,0.303,0,0,0.0,89,3.553999999999998,0,0,0,0.0,0.0,0.0
dev_june_seq04,acceptance_pair_higher_2,acceptance_pair,4,"{""accept_score_locked"": 0.62, ""accept_score_lost"": 0.7}",5.993,0.7,50.129,0.012,0.882,39.593,0.0,17.229,0.0,0.0,0.697,0.0,0.303,0,0,0.0,89,3.553999999999998,0,0,0,0.0,0.0,0.0
dev_june_seq04,ambiguity_margin_lower_2,ambiguity_margin,5,"{""ambiguity_margin"": 0.03}",5.993,0.7,50.129,0.012,0.882,39.593,0.0,17.229,0.0,0.0,0.697,0.0,0.303,0,0,0.0,89,3.553999999999998,0,0,0,0.0,0.0,0.0
dev_june_seq04,ambiguity_margin_lower_1,ambiguity_margin,6,"{""ambiguity_margin"": 0.05}",5.993,0.7,50.129,0.012,0.882,39.593,0.0,17.229,0.0,0.0,0.697,0.0,0.303,0,0,0.0,89,3.553999999999998,0,0,0,0.0,0.0,0.0
dev_june_seq04,ambiguity_margin_higher_1,ambiguity_margin,7,"{""ambiguity_margin"": 0.09}",5.993,0.7,50.129,0.012,0.882,39.593,0.0,17.229,0.0,0.0,0.697,0.0,0.303,0,0,0.0,89,3.553999999999998,0,0,0,0.0,0.0,0.0
dev_june_seq04,ambiguity_margin_higher_2,ambiguity_margin,8,"{""ambiguity_margin"": 0.11}",5.993,0.7,50.129,0.012,0.882,39.593,0.0,17.229,0.0,0.0,0.697,0.0,0.303,0,0,0.0,89,3.553999999999998,0,0,0,0.0,0.0,0.0
dev_june_seq04,appearance_conservative_min_similarity_lower_2,appearance_conservative_min_similarity,9,"{""appearance_conservative_min_similarity"": 0.55}",5.993,0.7,50.129,0.012,0.882,39.593,0.0,17.229,0.0,0.0,0.697,0.0,0.303,0,0,0.0,89,3.553999999999998,0,0,0,0.0,0.0,0.0
dev_june_seq04,appearance_conservative_min_similarity_lower_1,appearance_conservative_min_similarity,10,"{""appearance_conservative_min_similarity"": 0.6}",5.993,0.7,50.129,0.012,0.882,39.593,0.0,17.229,0.0,0.0,0.697,0.0,0.303,0,0,0.0,89,3.553999999999998,0,0,0,0.0,0.0,0.0
dev_june_seq04,appearance_conservative_min_similarity_higher_1,appearance_conservative_min_similarity,11,"{""appearance_conservative_min_similarity"": 0.7}",5.993,0.7,50.129,0.012,0.882,39.593,0.0,17.229,0.0,0.0,0.697,0.0,0.303,0,0,0.0,89,3.553999999999998,0,0,0,0.0,0.0,0.0
dev_june_seq04,appearance_conservative_min_similarity_higher_2,appearance_conservative_min_similarity,12,"{""appearance_conservative_min_similarity"": 0.75}",5.993,0.7,50.129,0.012,0.882,39.593,0.0,17.229,0.0,0.0,0.697,0.0,0.303,0,0,0.0,89,3.553999999999998,0,0,0,0.0,0.0,0.0
dev_june_seq04,appearance_conservative_margin_lower_2,appearance_conservative_margin,13,"{""appearance_conservative_margin"": 0.01}",5.993,0.7,50.129,0.012,0.882,40.393,0.0,16.429,0.0,0.0,0.711,0.0,0.289,0,0,0.0,93,3.103999999999998,0,0,0,0.0,-0.8000000000000007,0.7999999999999972
dev_june_seq04,appearance_conservative_margin_lower_1,appearance_conservative_margin,14,"{""appearance_conservative_margin"": 0.03}",5.993,0.7,50.129,0.012,0.882,40.393,0.0,16.429,0.0,0.0,0.711,0.0,0.289,0,0,0.0,93,3.103999999999998,0,0,0,0.0,-0.8000000000000007,0.7999999999999972
dev_june_seq04,appearance_conservative_margin_higher_1,appearance_conservative_margin,15,"{""appearance_conservative_margin"": 0.07}",5.993,0.7,50.129,0.012,0.882,39.593,0.0,17.229,0.0,0.0,0.697,0.0,0.303,0,0,0.0,89,3.553999999999998,0,0,0,0.0,0.0,0.0
dev_june_seq04,appearance_conservative_margin_higher_2,appearance_conservative_margin,16,"{""appearance_conservative_margin"": 0.09}",5.993,0.7,50.129,0.012,0.882,39.143,0.0,17.679,0.0,0.0,0.689,0.0,0.311,0,0,0.0,91,3.653999999999998,0,0,0,0.0,0.4499999999999993,-0.45000000000000284
dev_june_seq04,hard_negative_reject_similarity_lower_2,hard_negative_reject_similarity,17,"{""hard_negative_reject_similarity"": 0.7}",5.993,0.7,50.129,0.012,0.882,39.593,0.0,17.229,0.0,0.0,0.697,0.0,0.303,0,0,0.0,89,3.553999999999998,0,0,0,0.0,0.0,0.0
dev_june_seq04,hard_negative_reject_similarity_lower_1,hard_negative_reject_similarity,18,"{""hard_negative_reject_similarity"": 0.75}",5.993,0.7,50.129,0.012,0.882,39.593,0.0,17.229,0.0,0.0,0.697,0.0,0.303,0,0,0.0,89,3.553999999999998,0,0,0,0.0,0.0,0.0
dev_june_seq04,hard_negative_reject_similarity_higher_1,hard_negative_reject_similarity,19,"{""hard_negative_reject_similarity"": 0.85}",5.993,0.7,50.129,0.012,0.882,39.593,0.0,17.229,0.0,0.0,0.697,0.0,0.303,0,0,0.0,89,3.553999999999998,0,0,0,0.0,0.0,0.0
dev_june_seq04,hard_negative_reject_similarity_higher_2,hard_negative_reject_similarity,20,"{""hard_negative_reject_similarity"": 0.9}",5.993,0.7,50.129,0.012,0.882,39.593,0.0,17.229,0.0,0.0,0.697,0.0,0.303,0,0,0.0,89,3.553999999999998,0,0,0,0.0,0.0,0.0
dev_june_seq04,hard_negative_reject_margin_lower_2,hard_negative_reject_margin,21,"{""hard_negative_reject_margin"": 0.0}",5.993,0.7,50.129,0.012,0.882,39.593,0.0,17.229,0.0,0.0,0.697,0.0,0.303,0,0,0.0,89,3.553999999999998,0,0,0,0.0,0.0,0.0
dev_june_seq04,hard_negative_reject_margin_lower_1,hard_negative_reject_margin,22,"{""hard_negative_reject_margin"": 0.015}",5.993,0.7,50.129,0.012,0.882,39.593,0.0,17.229,0.0,0.0,0.697,0.0,0.303,0,0,0.0,89,3.553999999999998,0,0,0,0.0,0.0,0.0
dev_june_seq04,hard_negative_reject_margin_higher_1,hard_negative_reject_margin,23,"{""hard_negative_reject_margin"": 0.045}",5.993,0.7,50.129,0.012,0.882,39.593,0.0,17.229,0.0,0.0,0.697,0.0,0.303,0,0,0.0,89,3.553999999999998,0,0,0,0.0,0.0,0.0
dev_june_seq04,hard_negative_reject_margin_higher_2,hard_negative_reject_margin,24,"{""hard_negative_reject_margin"": 0.06}",5.993,0.7,50.129,0.012,0.882,39.593,0.0,17.229,0.0,0.0,0.697,0.0,0.303,0,0,0.0,89,3.553999999999998,0,0,0,0.0,0.0,0.0
dev_june_seq04,confirmation_time_lower_1,confirmation_time,25,"{""min_confirm_frames_after_reacquire"": 0}",5.993,0.7,50.129,0.012,0.882,40.243,0.0,16.579,0.0,0.0,0.708,0.0,0.292,0,0,0.0,85,3.053999999999998,0,0,0,0.0,-0.6499999999999986,0.6499999999999986
dev_june_seq04,confirmation_time_higher_1,confirmation_time,26,"{""min_confirm_frames_after_reacquire"": 2}",5.993,0.7,50.129,0.012,0.882,39.293,0.0,17.529,0.0,0.0,0.692,0.0,0.308,0,0,0.0,90,3.853999999999998,0,0,0,0.0,0.3000000000000007,-0.30000000000000426
dev_june_seq04,confirmation_time_higher_2,confirmation_time,27,"{""min_confirm_frames_after_reacquire"": 3}",5.993,0.7,50.129,0.012,0.882,39.043,0.0,17.779,0.0,0.0,0.687,0.0,0.313,0,0,0.0,91,3.753999999999998,0,0,0,0.0,0.5500000000000007,-0.5500000000000043
dev_june_seq04,confirmation_time_higher_3,confirmation_time,28,"{""min_confirm_frames_after_reacquire"": 4}",5.993,0.7,50.129,0.012,0.882,38.443,0.0,18.379,0.0,0.0,0.677,0.0,0.323,0,0,0.0,92,4.303999999999998,0,0,0,0.0,1.1500000000000021,-1.1500000000000057
